individual,species,lab,sex,age,condition,round,range,urban_habitat,adult_sociality,caching,source,live_hunting,flock_size,touch,latency
Astrid,common_raven,1,f,Adult,Novel_object,1,0,0,0,0,0,1,1,1,5.4
Astrid,common_raven,1,f,Adult,Novel_object,2,0,0,0,0,0,1,1,1,18.4
Astrid,common_raven,1,f,Adult,Novel_object,3,0,0,0,0,0,1,1,1,1
George_1,common_raven,1,m,Adult,Control,1,0,0,0,0,0,1,1,1,3.8
George_1,common_raven,1,m,Adult,Control,2,0,0,0,0,0,1,1,1,0.6
George_1,common_raven,1,m,Adult,Control,3,0,0,0,0,0,1,1,1,8.8
George_1,common_raven,1,m,Adult,Novel_food,1,0,0,0,0,0,1,1,1,7.6
George_1,common_raven,1,m,Adult,Novel_food,2,0,0,0,0,0,1,1,1,32.4
George_1,common_raven,1,m,Adult,Novel_food,3,0,0,0,0,0,1,1,1,16.4
George_1,common_raven,1,m,Adult,Novel_object,1,0,0,0,0,0,1,1,0,600
George_1,common_raven,1,m,Adult,Novel_object,2,0,0,0,0,0,1,1,1,278
George_1,common_raven,1,m,Adult,Novel_object,3,0,0,0,0,0,1,1,1,26.6
Harriet,common_raven,1,f,Adult,Control,1,0,0,0,0,0,1,1,0,600
Harriet,common_raven,1,f,Adult,Control,2,0,0,0,0,0,1,1,0,600
Harriet,common_raven,1,f,Adult,Control,3,0,0,0,0,0,1,1,1,15
Harriet,common_raven,1,f,Adult,Novel_food,1,0,0,0,0,0,1,1,0,600
Harriet,common_raven,1,f,Adult,Novel_food,2,0,0,0,0,0,1,1,0,600
Harriet,common_raven,1,f,Adult,Novel_food,3,0,0,0,0,0,1,1,1,27.2
Harriet,common_raven,1,f,Adult,Novel_object,1,0,0,0,0,0,1,1,0,600
Harriet,common_raven,1,f,Adult,Novel_object,2,0,0,0,0,0,1,1,0,600
Harriet,common_raven,1,f,Adult,Novel_object,3,0,0,0,0,0,1,1,0,600
Heinz,common_raven,1,m,Adult,Control,1,0,0,0,0,0,1,1,1,9.4
Heinz,common_raven,1,m,Adult,Control,2,0,0,0,0,0,1,1,1,7.6
Heinz,common_raven,1,m,Adult,Control,3,0,0,0,0,0,1,1,1,8
Heinz,common_raven,1,m,Adult,Novel_food,1,0,0,0,0,0,1,1,1,77.8
Heinz,common_raven,1,m,Adult,Novel_food,2,0,0,0,0,0,1,1,1,6.2
Heinz,common_raven,1,m,Adult,Novel_food,3,0,0,0,0,0,1,1,1,8.8
Heinz,common_raven,1,m,Adult,Novel_object,1,0,0,0,0,0,1,1,1,46.2
Heinz,common_raven,1,m,Adult,Novel_object,2,0,0,0,0,0,1,1,1,18.4
Heinz,common_raven,1,m,Adult,Novel_object,3,0,0,0,0,0,1,1,1,6.2
Horst,common_raven,1,m,Adult,Control,1,0,0,0,0,0,1,1,1,0.8
Horst,common_raven,1,m,Adult,Control,2,0,0,0,0,0,1,1,1,0.4
Horst,common_raven,1,m,Adult,Control,3,0,0,0,0,0,1,1,1,0.6
Horst,common_raven,1,m,Adult,Novel_food,1,0,0,0,0,0,1,1,1,0.6
Horst,common_raven,1,m,Adult,Novel_food,2,0,0,0,0,0,1,1,1,6.6
Horst,common_raven,1,m,Adult,Novel_food,3,0,0,0,0,0,1,1,1,13
Horst,common_raven,1,m,Adult,Novel_object,1,0,0,0,0,0,1,1,1,6
Horst,common_raven,1,m,Adult,Novel_object,2,0,0,0,0,0,1,1,1,32.2
Horst,common_raven,1,m,Adult,Novel_object,3,0,0,0,0,0,1,1,1,5.8
Ikarus,common_raven,1,f,Adult,Control,1,0,0,0,0,0,1,1,1,6
Ikarus,common_raven,1,f,Adult,Novel_food,1,0,0,0,0,0,1,1,1,3.2
Ikarus,common_raven,1,f,Adult,Novel_object,1,0,0,0,0,0,1,1,1,7.4
Kai,common_raven,1,f,Adult,Control,1,0,0,0,0,0,1,1,1,49.8
Kai,common_raven,1,f,Adult,Control,2,0,0,0,0,0,1,1,1,3.4
Kai,common_raven,1,f,Adult,Control,3,0,0,0,0,0,1,1,1,2.6
Kai,common_raven,1,f,Adult,Novel_food,1,0,0,0,0,0,1,1,1,30.2
Kai,common_raven,1,f,Adult,Novel_food,2,0,0,0,0,0,1,1,1,5.2
Kai,common_raven,1,f,Adult,Novel_food,3,0,0,0,0,0,1,1,1,4.2
Kai,common_raven,1,f,Adult,Novel_object,1,0,0,0,0,0,1,1,0,600
Kai,common_raven,1,f,Adult,Novel_object,2,0,0,0,0,0,1,1,1,40.8
Kai,common_raven,1,f,Adult,Novel_object,3,0,0,0,0,0,1,1,1,53
Kofi,common_raven,1,m,Adult,Control,1,0,0,0,0,0,1,1,1,2.2
Kofi,common_raven,1,m,Adult,Control,2,0,0,0,0,0,1,1,1,8.2
Kofi,common_raven,1,m,Adult,Control,3,0,0,0,0,0,1,1,1,2
Kofi,common_raven,1,m,Adult,Novel_food,1,0,0,0,0,0,1,1,1,10
Kofi,common_raven,1,m,Adult,Novel_food,2,0,0,0,0,0,1,1,1,7.2
Kofi,common_raven,1,m,Adult,Novel_food,3,0,0,0,0,0,1,1,1,0.8
Kofi,common_raven,1,m,Adult,Novel_object,1,0,0,0,0,0,1,1,1,60.8
Kofi,common_raven,1,m,Adult,Novel_object,2,0,0,0,0,0,1,1,0,600
Kofi,common_raven,1,m,Adult,Novel_object,3,0,0,0,0,0,1,1,1,2.6
Murphy,common_raven,1,f,Adult,Control,1,0,0,0,0,0,1,1,0,600
Murphy,common_raven,1,f,Adult,Control,2,0,0,0,0,0,1,1,1,93.2
Murphy,common_raven,1,f,Adult,Control,3,0,0,0,0,0,1,1,1,137.2
Murphy,common_raven,1,f,Adult,Novel_food,1,0,0,0,0,0,1,1,0,600
Murphy,common_raven,1,f,Adult,Novel_food,2,0,0,0,0,0,1,1,1,86.4
Murphy,common_raven,1,f,Adult,Novel_food,3,0,0,0,0,0,1,1,1,53
Murphy,common_raven,1,f,Adult,Novel_object,1,0,0,0,0,0,1,1,0,600
Murphy,common_raven,1,f,Adult,Novel_object,2,0,0,0,0,0,1,1,0,600
Murphy,common_raven,1,f,Adult,Novel_object,3,0,0,0,0,0,1,1,1,437.8
Noel,common_raven,1,f,Adult,Control,1,0,0,0,0,0,1,1,1,8.6
Noel,common_raven,1,f,Adult,Control,2,0,0,0,0,0,1,1,1,298.4
Noel,common_raven,1,f,Adult,Control,3,0,0,0,0,0,1,1,1,6.6
Noel,common_raven,1,f,Adult,Novel_food,1,0,0,0,0,0,1,1,1,25.4
Noel,common_raven,1,f,Adult,Novel_food,2,0,0,0,0,0,1,1,1,186.6
Noel,common_raven,1,f,Adult,Novel_food,3,0,0,0,0,0,1,1,1,10.6
Noel,common_raven,1,f,Adult,Novel_object,1,0,0,0,0,0,1,1,1,310.2
Noel,common_raven,1,f,Adult,Novel_object,2,0,0,0,0,0,1,1,0,600
Noel,common_raven,1,f,Adult,Novel_object,3,0,0,0,0,0,1,1,1,10
Paul,common_raven,1,m,Adult,Control,1,0,0,0,0,0,1,1,1,5.6
Paul,common_raven,1,m,Adult,Control,2,0,0,0,0,0,1,1,1,7.6
Paul,common_raven,1,m,Adult,Control,3,0,0,0,0,0,1,1,1,2.8
Paul,common_raven,1,m,Adult,Novel_food,1,0,0,0,0,0,1,1,1,3.6
Paul,common_raven,1,m,Adult,Novel_food,2,0,0,0,0,0,1,1,1,13
Paul,common_raven,1,m,Adult,Novel_food,3,0,0,0,0,0,1,1,1,3.4
Paul,common_raven,1,m,Adult,Novel_object,1,0,0,0,0,0,1,1,0,600
Paul,common_raven,1,m,Adult,Novel_object,2,0,0,0,0,0,1,1,0,600
Paul,common_raven,1,m,Adult,Novel_object,3,0,0,0,0,0,1,1,0,600
Pico,common_raven,1,m,Adult,Control,1,0,0,0,0,0,1,1,0,600
Pico,common_raven,1,m,Adult,Control,2,0,0,0,0,0,1,1,1,56.8
Pico,common_raven,1,m,Adult,Control,3,0,0,0,0,0,1,1,1,5.8
Pico,common_raven,1,m,Adult,Novel_food,1,0,0,0,0,0,1,1,1,46
Pico,common_raven,1,m,Adult,Novel_food,2,0,0,0,0,0,1,1,1,33.6
Pico,common_raven,1,m,Adult,Novel_food,3,0,0,0,0,0,1,1,1,9.2
Pico,common_raven,1,m,Adult,Novel_object,1,0,0,0,0,0,1,1,0,600
Pico,common_raven,1,m,Adult,Novel_object,2,0,0,0,0,0,1,1,0,600
Pico,common_raven,1,m,Adult,Novel_object,3,0,0,0,0,0,1,1,1,167
Rocky,common_raven,1,m,Adult,Control,1,0,0,0,0,0,1,1,1,1
Rocky,common_raven,1,m,Adult,Control,2,0,0,0,0,0,1,1,1,0.6
Rocky,common_raven,1,m,Adult,Control,3,0,0,0,0,0,1,1,1,0.6
Rocky,common_raven,1,m,Adult,Novel_food,1,0,0,0,0,0,1,1,1,2
Rocky,common_raven,1,m,Adult,Novel_food,2,0,0,0,0,0,1,1,1,4.2
Rocky,common_raven,1,m,Adult,Novel_food,3,0,0,0,0,0,1,1,1,1
Rocky,common_raven,1,m,Adult,Novel_object,1,0,0,0,0,0,1,1,1,41
Rocky,common_raven,1,m,Adult,Novel_object,2,0,0,0,0,0,1,1,1,2.6
Rocky,common_raven,1,m,Adult,Novel_object,3,0,0,0,0,0,1,1,1,3
Romi,common_raven,1,f,Adult,Control,1,0,0,0,0,0,1,1,1,184.4
Romi,common_raven,1,f,Adult,Control,2,0,0,0,0,0,1,1,1,23.8
Romi,common_raven,1,f,Adult,Control,3,0,0,0,0,0,1,1,1,5
Romi,common_raven,1,f,Adult,Novel_food,1,0,0,0,0,0,1,1,0,600
Romi,common_raven,1,f,Adult,Novel_food,2,0,0,0,0,0,1,1,1,240.4
Romi,common_raven,1,f,Adult,Novel_food,3,0,0,0,0,0,1,1,1,6.8
Romi,common_raven,1,f,Adult,Novel_object,1,0,0,0,0,0,1,1,0,600
Romi,common_raven,1,f,Adult,Novel_object,2,0,0,0,0,0,1,1,0,600
Romi,common_raven,1,f,Adult,Novel_object,3,0,0,0,0,0,1,1,1,27.2
Booster,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,4.2
Booster,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,1,5.2
Booster,eurasian_jay,2,f,Adult,Control,3,0,0,0,1,0,1,1,1,7.4
Booster,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,1,19
Booster,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,1,15
Booster,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,1,21
Booster,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,1,8.6
Booster,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,1,130
Booster,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,1,130
Caracas,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,0,600
Caracas,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,0,600
Caracas,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,1,48.6
Caracas,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Caracas,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,0,600
Caracas,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,0,600
Caracas,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Caracas,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Caracas,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,0,600
Cern,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,10
Cern,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,1,6
Cern,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Cern,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,0,600
Cern,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,0,600
Cern,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,1,445
Cern,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,1,9
Cern,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,1,8
Chinook,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,5
Chinook,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,1,41.8
Chinook,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,1,7.2
Chinook,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,1,26
Chinook,eurasian_jay,2,f,Adult,Novel_food,2,0,0,0,1,0,1,1,1,503
Chinook,eurasian_jay,2,f,Adult,Novel_food,3,0,0,0,1,0,1,1,1,18
Chinook,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,1,7
Chinook,eurasian_jay,2,f,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Chinook,eurasian_jay,2,f,Adult,Novel_object,3,0,0,0,1,0,1,1,1,14
Dexter,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,33.8
Dexter,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Dexter,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,1,500
Dolci,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,11.2
Dolci,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,1,25.2
Dolci,eurasian_jay,2,f,Adult,Control,3,0,0,0,1,0,1,1,1,10.6
Dolci,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,1,520
Dolci,eurasian_jay,2,f,Adult,Novel_food,2,0,0,0,1,0,1,1,1,10
Dolci,eurasian_jay,2,f,Adult,Novel_food,3,0,0,0,1,0,1,1,1,18
Dolci,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Dolci,eurasian_jay,2,f,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Dolci,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,1,159
Gizmo,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,4
Gizmo,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,0,600
Gizmo,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Gizmo,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Godot,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,3.2
Godot,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,0,600
Godot,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,1,2
Godot,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Godot,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,1,35
Godot,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,1,10
Godot,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Godot,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Godot,eurasian_jay,2,f,Adult,Novel_object,3,0,0,0,1,0,1,1,1,2
Homer,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,5.8
Homer,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,0,600
Homer,eurasian_jay,2,f,Adult,Control,3,0,0,0,1,0,1,1,0,600
Homer,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Homer,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,1,27
Homer,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,0,600
Homer,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Homer,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Homer,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,0,600
Horatio,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,2
Horatio,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,1,39.4
Horatio,eurasian_jay,2,f,Adult,Control,3,0,0,0,1,0,1,1,1,8.8
Horatio,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Horatio,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,1,93
Horatio,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,1,23
Horatio,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Horatio,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,1,135
Hoy,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,0,600
Hoy,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,0,600
Hoy,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Hoy,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,1,114.4
Hoy,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,0,600
Hoy,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Hoy,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,1,223.4
Hoy,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,0,600
Hoy ,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Hunter,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,0,600
Jaylo,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,2.8
Jaylo,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,1,5
Jaylo,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,1,11
Jaylo,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Jaylo,eurasian_jay,2,f,Adult,Novel_food,2,0,0,0,1,0,1,1,1,2
Jaylo,eurasian_jay,2,f,Adult,Novel_food,3,0,0,0,1,0,1,1,1,5
Jaylo,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,1,11
Jaylo,eurasian_jay,2,f,Adult,Novel_object,2,0,0,0,1,0,1,1,1,60
Jaylo,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,1,9
Lima,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,0,600
Lima,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,0,600
Lima,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,0,600
Lima,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Lima,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,0,600
Lima,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,0,600
Lima,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Lima,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Lima,eurasian_jay,2,f,Adult,Novel_object,3,0,0,0,1,0,1,1,0,600
Lintie,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,4.2
Lintie,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,0,600
Lintie,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,0,600
Lintie,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Lintie,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,1,13
Lintie,eurasian_jay,2,f,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Lisbon,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,0,600
Lisbon,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,0,600
Lisbon,eurasian_jay,2,f,Adult,Control,3,0,0,0,1,0,1,1,1,281
Lisbon,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Lisbon,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,0,600
Lisbon,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,1,487.8
Lisbon,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Lisbon,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Lisbon,eurasian_jay,2,f,Adult,Novel_object,3,0,0,0,1,0,1,1,1,111.6
Penny,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,2.8
Penny,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,1,7.6
Penny,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,1,2
Penny,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,1,233
Penny,eurasian_jay,2,f,Adult,Novel_food,2,0,0,0,1,0,1,1,1,13
Penny,eurasian_jay,2,f,Adult,Novel_food,3,0,0,0,1,0,1,1,1,10
Penny,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,1,40
Penny,eurasian_jay,2,f,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Penny,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,1,27
Poe_2,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,4.8
Poe_2,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,1,270.2
Poe_2,eurasian_jay,2,f,Adult,Control,3,0,0,0,1,0,1,1,1,23.4
Poe_2,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Poe_2,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,1,57
Poe_2,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,1,4
Poe_2,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,1,9
Poe_2,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,1,292
Poe_2,eurasian_jay,2,f,Adult,Novel_object,3,0,0,0,1,0,1,1,1,14
Roland,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,23.6
Roland,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Roland,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,1,5
Roland,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,1,6
Roland,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Roland,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,1,15
Romero,eurasian_jay,2,m,Adult,Control,1,0,0,0,1,0,1,1,1,501
Romero,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,0,600
Romero,eurasian_jay,2,f,Adult,Control,3,0,0,0,1,0,1,1,1,18
Romero,eurasian_jay,2,m,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Romero,eurasian_jay,2,m,Adult,Novel_food,2,0,0,0,1,0,1,1,0,600
Romero,eurasian_jay,2,m,Adult,Novel_food,3,0,0,0,1,0,1,1,1,27
Romero,eurasian_jay,2,m,Adult,Novel_object,1,0,0,0,1,0,1,1,1,273.2
Romero,eurasian_jay,2,m,Adult,Novel_object,2,0,0,0,1,0,1,1,1,599.8
Romero,eurasian_jay,2,m,Adult,Novel_object,3,0,0,0,1,0,1,1,1,293.2
Sojka,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,3
Sojka,eurasian_jay,2,m,Adult,Control,2,0,0,0,1,0,1,1,0,600
Sojka,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Sojka,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,1,205
Stuka,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,6.4
Stuka,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,1,2.2
Stuka,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,1,3
Stuka,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Stuka,eurasian_jay,2,f,Adult,Novel_food,2,0,0,0,1,0,1,1,1,371
Stuka,eurasian_jay,2,f,Adult,Novel_food,3,0,0,0,1,0,1,1,0,600
Stuka,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Stuka,eurasian_jay,2,f,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Stuka,eurasian_jay,2,f,Adult,Novel_object,3,0,0,0,1,0,1,1,0,600
Washington,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,1,580
Washington,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,1,377.4
Washington,eurasian_jay,2,m,Adult,Control,3,0,0,0,1,0,1,1,1,28
Washington,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,1,520.8
Washington,eurasian_jay,2,f,Adult,Novel_food,2,0,0,0,1,0,1,1,1,330
Washington,eurasian_jay,2,f,Adult,Novel_food,3,0,0,0,1,0,1,1,1,10.2
Washington,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Washington,eurasian_jay,2,f,Adult,Novel_object,2,0,0,0,1,0,1,1,1,93.6
Washington,eurasian_jay,2,f,Adult,Novel_object,3,0,0,0,1,0,1,1,1,45
Wellington,eurasian_jay,2,f,Adult,Control,1,0,0,0,1,0,1,1,0,600
Wellington,eurasian_jay,2,f,Adult,Control,2,0,0,0,1,0,1,1,0,600
Wellington,eurasian_jay,2,f,Adult,Control,3,0,0,0,1,0,1,1,0,600
Wellington,eurasian_jay,2,f,Adult,Novel_food,1,0,0,0,1,0,1,1,0,600
Wellington,eurasian_jay,2,f,Adult,Novel_food,2,0,0,0,1,0,1,1,0,600
Wellington,eurasian_jay,2,f,Adult,Novel_food,3,0,0,0,1,0,1,1,0,600
Wellington,eurasian_jay,2,f,Adult,Novel_object,1,0,0,0,1,0,1,1,0,600
Wellington,eurasian_jay,2,f,Adult,Novel_object,2,0,0,0,1,0,1,1,0,600
Wellington,eurasian_jay,2,f,Adult,Novel_object,3,0,0,0,1,0,1,1,0,600
b2,large_billed_crow,5,f,Adult,Control,1,0,1,0,0,0,1,1,0,600
b2,large_billed_crow,5,f,Adult,Control,2,0,1,0,0,0,1,1,0,600
